total_amount,generated_clients,attended_clients,clients_type1,clients_type2,clients_type3,clients_type4,final_time,avg_wait_seller,avg_wait_technician,avg_wait_special,avg_time_in_system,seller_utilization,technician_utilization,special_utilization,seller_idle_pct,technician_idle_pct,special_idle_pct
6350,21,21,9,6,1,5,525.9380324914605,0,0,0,15.354595032251002,11.219747675624198,14.799052937947485,0.3396991010072907,88.7802523243758,85.20094706205252,99.66030089899272
9100,24,24,8,6,2,8,477.2708508725012,0,0,0,12.17023028384632,12.961848533144765,11.572970331680692,0.20854335790000378,87.03815146685524,88.4270296683193,99.7914566421
3800,21,21,14,3,1,3,475.32186898741,0,0,0,16.205656117575057,11.62234870611027,15.852835207732069,0.09654247897411238,88.37765129388973,84.14716479226793,99.90345752102589
4950,24,24,13,7,2,2,485.5742757181614,0,0,0,17.668436153353383,12.280081379282494,20.40866027995481,2.5560371683374914,87.71991862071751,79.5913397200452,97.4439628316625
4850,21,21,11,6,1,3,506.6588882451834,0,0,0,24.68638658054694,11.865499470020342,27.087478151367282,3.0095078957503514,88.13450052997966,72.91252184863272,96.99049210424965
6500,22,22,10,5,2,5,477.9123385258864,0,0,0,18.36792749267285,11.368168392577292,17.987311132732028,7.48806415806655,88.63183160742271,82.01268886726797,92.51193584193345
7350,21,21,7,6,3,5,493.1717787042873,0,0,0,18.157643878943176,10.467283294315704,14.799375336576547,14.10699937201535,89.5327167056843,85.20062466342345,85.89300062798465
8000,23,23,9,5,2,7,495.5002160540951,0,0,0,14.884778263526798,12.28500403583707,14.130534510846616,4.361284241851922,87.71499596416294,85.86946548915338,95.63871575814808
4350,22,22,12,6,3,1,471.80974933360244,0,0,0,23.333931103672843,11.319514006582759,27.328292994898923,2.323277227304934,88.68048599341724,72.67170700510107,97.67672277269507
5350,23,23,12,6,2,3,506.18620274011704,0,0,0,19.30761923558519,13.414640686171078,16.511220709197737,16.152732003910376,86.58535931382892,83.48877929080226,83.84726799608963
6450,22,22,8,7,5,2,475.2204032913985,0,0,0,20.36451330160546,10.651517391343335,16.489234712563217,22.56661371198202,89.34848260865667,83.51076528743678,77.43338628801799
6600,22,22,9,6,3,4,493.2649504944848,0,0,0,16.699053342347344,11.238067886167727,15.2930104482005,8.182160702155056,88.76193211383227,84.7069895517995,91.81783929784494
6500,22,22,10,5,2,5,520.1788338835329,0,0,0,15.651503896271194,10.746529242724346,13.871327540478445,8.629018417692262,89.25347075727565,86.12867245952155,91.37098158230773
6050,22,22,9,8,2,3,500.83479881701714,0,0,0,18.416659122909664,11.674069226916954,17.03464089439781,9.957626509641937,88.32593077308304,82.96535910560219,90.04237349035806
7550,22,22,10,3,1,8,489.53369928740193,0,0,0,20.53198670894358,11.076350802269728,23.285411931844738,2.0960016825844088,88.92364919773027,76.71458806815527,97.90399831741559
